,itemName,initial,timeOnMarket,priceIncrease,priceAvg,priceSD,maxPrice,maxIdx,minPrice,minIdx,swing,volAvg,volSD,slope,rr
130,PGC 2019 - M416,70.45000000000005,151,393.41196171569845,1417.31012257348,298.70617516893367,1915.046,46,965.4300706837178,126,949.6159293162823,556.8881578947369,377.615885826041,-2.0890079640161385,0.09416270406170195
131,Trifecta - SCAR-L,-244.14400000000023,775,-3676.338898925782,899.5625311102174,523.1216090975753,4305.917,0,255.752,399,4050.1650000000004,225.72164948453607,155.30986600906405,-1.4806029571977137,0.4019882692152705
132,Constable's Hat,24.42899999999986,468,-1284.4582695312502,100.4661426812113,104.82641236650356,1385.619,2,35.832,72,1349.7869999999998,50.140724946695094,45.47167426257849,-0.12106307776499727,0.024448062171843882
133,Pleated Mini-skirt (Blue),6456.716999999999,1018,-10482.348676605225,5434.594274033892,5667.298432810867,34368.609,3,256.432,642,34112.176999999996,88.75662414131502,110.32651888005626,-16.585996584484615,0.7411356116224128
134,Pleated Mini-skirt (Black),-2047.2029999999995,1011,-9964.550216506957,7565.84735615301,6914.33900203221,25604.912,101,539.847,635,25065.065,103.71837944664031,108.14786730998405,-19.751540232228912,0.6964339802849858
135,Gold Plate - AKM,187.08300000000054,752,-3773.9800382003787,4445.086996721643,1386.0980804193362,9537.766,10,1531.577,376,8006.188999999999,154.92828685258965,123.62955056765009,-2.869915373302645,0.20256210316761236
136,PIONEER CRATE,809.3520000000001,878,-327.5674999999999,813.3449938679919,285.15507299563154,1944.725,2,261.786,376,1682.9389999999999,31.030892448512585,159.4997190370182,-0.8042052018165929,0.5063054497559336
137,Bloody Shirt,-1.5700000000000003,1147,-11.949025756835937,6.572778073326636,9.674028967255497,62.057,187,0.824,91,61.233000000000004,611.6803135888501,963.3613299182105,-0.01340379890345703,0.21083525843433734
138,School Jacket,-147.9179999999999,1011,-864.7243827514648,753.2512806958375,832.69810693284,3288.127,151,31.894,628,3256.233,169.4891304347826,135.85902540147387,-2.2047332909035986,0.5982963040484923
139,Shirt (Black),11.241000000000014,1147,-174.68123931503294,56.1269899568619,55.07674524726552,270.62,229,7.404511479616165,1141,263.2154885203838,786.1088850174216,897.2870780933998,-0.10858782268357065,0.4269017304052318
140,PGC 2019 Combat Pants,27.677999999999997,151,37.08213483810425,191.54578826961628,16.77831637717416,230.964,33,153.95203178143498,127,77.01196821856502,329.38157894736844,243.8891825089324,-0.19813608576490682,0.2684834573029679
141,Zest Silk Scarf,-903.4609999999993,815,-6473.316569396972,558.8010153439872,504.3264421713885,6835.342,0,174.12,439,6661.222,181.00857843137254,201.90447089548806,-1.071560278368434,0.2505002443232185
142,Constable's Coat,-659.627,465,-2257.308625,669.1752644274798,297.99779596695544,2741.98,0,199.687,82,2542.293,36.603004291845494,39.96569225595668,-0.7805843373021119,0.12416584515072562
143,Beanie (Black),0.051999999999999824,634,-0.9694209060668946,0.8144543483743517,0.3158037444210592,2.252,42,0.298,273,1.9539999999999997,441.5196850393701,388.6877873939341,-0.0007170891004187217,0.17325142690139714
144,Slippers (Black),0.0030000000000000027,557,-0.16749430847167968,0.28676406274773314,0.10716792383474881,0.773,379,0.118,122,0.655,1244.31541218638,1416.7472503883303,0.00028900583938982143,0.18869889553294
145,Female Tuxedo Jacket (Purple),-10.854000000000042,815,-1391.55073046875,307.66822983744566,316.45215346649826,1493.619,3,37.572,440,1456.047,57.10294117647059,50.88379871571734,-1.0214976744282749,0.5781720230015219
146,Feathered Shirt,-3.1630000000000003,703,-13.159437164306642,14.119629218682649,7.223061450726946,35.772,4,5.125,345,30.647,109.3252840909091,188.93210101127053,-0.025996134776037766,0.5349807267687875
147,MILITARY UNIFORM SET(FEMALE),61873.64899999999,808,-17830.344,43050.04163999999,26592.08950188365,98017.055,1,5929.814,21,92087.241,1.04,0.19595917942265428,-2554.3650976923072,0.4798045464997317
148,Cargo Pants (Blue),12.216999999999999,1018,-18.10815287399292,1.597580905105579,2.613873540935651,33.298,3,0.228,678,33.07,845.144259077527,1093.1548440390504,-0.004526539046285553,0.25949566100500304
149,Twitch Prime Shirt,-1.5750000000000028,1042,-60.99119757080078,113.71615057754072,136.17848956112763,712.302,123,27.043,898,685.259,334.9338446788111,419.56184792382277,-0.29085933665823704,0.41355756021278084
150,Target Practice - Pan,2.359000000000009,759,-164.00308288192747,63.987192498541496,22.034772628588623,216.673,1,36.365,246,180.308,971.328947368421,1194.3109309088507,-0.027464802689201595,0.07477923299501447
151,Gas Mask (Full),-0.025000000000000355,796,-10.077667907714844,4.672920430165461,2.7473262455362977,13.525,12,1.0788374379873276,790,12.446162562012672,514.7728983688833,469.50238466142673,-0.010481491769415303,0.7704783472385421
152,Bloody Tank Top (White),-0.690999999999999,815,-26.286085205078123,6.214806238186125,4.992750287636469,28.454,2,1.3648720703125,796,27.0891279296875,78.9779411764706,86.40610059070283,-0.016361200029740536,0.5958665923356475
153,Mandarin Jacket (Blue),1113.062,1018,-3376.504447265625,544.6261784668493,644.565973718959,5104.61,2,40.169,643,5064.441,73.1756624141315,62.557416660398,-1.750159716384226,0.6379509952738192
154,Camo Cap,-1597.9099999999999,1017,-2578.1009352111814,337.02367357191605,297.0606089899627,2671.814,0,73.62,628,2598.194,249.0908193484699,262.88126665843026,-0.8142978760981313,0.6425600068896422
155,Zest Sunglasses,-136.90600000000006,815,-905.3063569221497,156.94878803243913,92.13024626782362,977.82,0,54.534,436,923.2860000000001,390.9424019607843,476.2890304794085,-0.2878534192671236,0.5416724410228686
156,Rugged (Beige) - SKS,3.6469999999999985,782,-16.214545398712158,0.6854096470285649,1.7739425838476515,21.082,3,0.142,331,20.94,1634.2171136653894,1593.210669980853,-0.0022224797010897955,0.08019329485796815
157,Sunglasses,9.292999999999992,1147,-75.75134328460695,51.99528291089059,46.441643476797395,221.937,235,7.723303459882736,1122,214.21369654011727,609.0087108013937,670.9477123269259,-0.0778671543540506,0.30874195349550193
158,TUXEDO SET (FEMALE),-18988.223,1011,-31695.383,19114.468592307694,7857.006845356101,43658.723,5,2182.03,118,41476.693,1.3846153846153846,0.6249260311258431,-102.91708844583431,0.24162422811596676
159,Military Jacket (Black),14435.082999999999,815,-20701.23017248535,1647.8257419929816,3302.6812241741427,37528.086,2,184.809,436,37343.277,78.51225490196079,53.26034233370691,-7.027224553039972,0.2512075959317553
160,Padded Jacket (Purple),-1.7309999999999945,1147,-176.6612922363281,28.518312523273433,31.59644089799136,303.441,3,2.9882537994384766,1137,300.4527462005615,293.9137630662021,317.7504231521423,-0.06754712154284578,0.5019258501092199
161,Tank Top (Charcoal),-0.08400000000000002,557,-0.24681439971923835,0.44231634410756465,0.3868896434516873,7.224,294,0.2101325035095215,553,7.013867496490478,313.9336917562724,393.058894933534,-0.00035792393662097426,0.022207160684771188
162,Rugged (Orange) - Kar98k,39.71899999999994,775,-506.7810614356995,75.45790865108924,67.16112295505233,639.411,2,30.015,401,609.396,910.7770618556701,795.1924169267204,-0.15021831795814294,0.2510448789221781
163,Suit Coat (Gray),38.73599999999999,557,-277.99027954101564,156.2783258635408,72.59775607812843,563.895,6,46.853,162,517.042,59.19892473118279,39.577719904288216,-0.26894675414641067,0.3561000026414764
164,Striped Tank Top,-0.2939999999999996,815,-3.731230285644531,2.8046169533536713,1.4473601720096911,8.977,68,0.891,474,8.086,217.72058823529412,299.20546807360347,-0.004401540810503359,0.5131621898154761
165,Pilot Pants (Beige),-1.2860000000000014,445,-8.893690414428713,16.37964421224033,3.830364509859145,26.622,13,10.226132460594176,430,16.395867539405824,229.4394618834081,126.83623374903041,-0.008581167408470237,0.08319530681669703
166,Padded Jacket (Khaki),13.932000000000002,1147,-102.05696469116211,9.812734082199036,15.662222816660648,156.718,6,0.9900353088378906,1147,155.7279646911621,748.0470383275261,762.277804182352,-0.029578680457899166,0.3916994805936205
167,VIKENDI ELITE ATTENDANT SET,1220.2199999999998,456,60118.574,15806.410200000002,23354.556651364073,62436.512,4,2317.938,0,60118.574,1.0,0.0,12094.791900000004,0.5363935436916782
168,Sleeveless Turtleneck (Gray),28.583000000000027,857,-258.76506669616697,8.9425533322578,22.396098357709644,289.822,1,1.3454603271484376,853,288.4765396728516,388.0990675990676,508.5521848192625,-0.030922741689261242,0.11695101428008148
169,Countryside Sneakers,2.0700000000000003,703,-4.071659301757812,6.9463961248028685,5.565813110483552,24.95,45,1.165,369,23.785,218.59517045454547,333.8581575335183,-0.02263387682840883,0.6830049534545457
170,Tactical Gloves,2.8999999999999986,703,12.347701370239259,30.104202713268048,12.836176417671364,65.897,47,7.981,350,57.916000000000004,636.1235795454545,729.1995243935801,-0.03575396696166291,0.3204352684632052
171,Camo Hotpants,-3025.486000000001,1011,-11128.482460876465,3556.5481908976394,3755.4632640306745,14369.271,103,175.649,635,14193.622000000001,109.94664031620553,107.95321376517845,-11.052424599710692,0.739209331104987
172,Silver Plate - SCAR-L,1455.8469999999998,782,-2895.617045715332,1036.361473383853,758.8908828790004,5335.47,5,164.711,406,5170.759,128.6934865900383,112.02329645495848,-2.1849384584040283,0.423507706009931
173,Sleeveless Turtleneck (Red),17.982,857,-132.82949392700195,2.3699465866507072,10.945504759967072,151.472,3,0.288,496,151.184,524.2610722610723,651.2383358415817,-0.011029714491545176,0.06229449833678263
174,Checked Shirt (Red),659.4369999999999,1018,-1425.5038897171019,169.7888791525654,275.5261861342359,2095.711,1,6.736357161998749,1017,2088.974642838001,348.0588812561335,315.42874301596646,-0.6688570181116097,0.5099264259500675
175,Turquoise Delight - P1911,159.51600000000008,782,-667.9733104248046,177.7724035212732,147.40440966819807,874.265,5,31.358503196716306,753,842.9064968032836,80.43422733077905,47.44660725337869,-0.5755200797086156,0.7788280405974081
176,Tweed Vest (Gray),-6.046999999999997,557,-34.24834740447998,12.12076744372913,7.80695154954724,43.446,3,2.389098154783249,553,41.05690184521675,293.80645161290323,171.62458559692362,-0.04257516693349896,0.7716769138613928
177,Leather Hoodie (White),29175.781000000003,857,-79089.11015587616,3947.917235068459,9275.109098136205,116686.516,3,367.636,481,116318.88,218.14801864801865,160.32904758154476,-15.517885088227318,0.17171955304164457
178,MILITARY UNIFORM SET(MALE),-55182.918,813,-74811.639,30601.779058823526,14083.412585078271,94063.344,0,8833.458,31,85229.886,1.1176470588235294,0.32218973970892123,-678.820836669213,0.2236120806337929
179,EARLY BIRD KEY,135.14000000000004,857,-302.9190448760986,147.93547030396283,52.182713873621786,631.936,4,84.94,490,546.9960000000001,3532.416083916084,7631.109713670241,-0.10585646808728648,0.2524493259242766
180,Velcro Trainers,-53.30000000000018,1017,-1082.715937133789,22.514334961675328,50.533094536249685,1085.92,0,1.979925266265869,989,1083.9400747337343,427.8984220907298,504.6710848494411,-0.06465621958057127,0.1402694418905615
181,Faux Leather Jacket,10121.362999999998,815,-22701.788096046446,2194.9716086943336,4172.028789912362,45220.941,3,73.479,439,45147.462,111.26960784313725,126.7618419182716,-10.923095330547987,0.38036038096749747
182,Camo Padded Jacket,-1.411999999999992,815,-91.13243493652344,44.426458429659995,25.535242023070065,114.745,3,7.059456413269043,810,107.68554358673096,104.87867647058823,96.40611218629098,-0.09942996896669268,0.8413042252219117
183,Princess Power Tank Top,-39.089999999999975,557,-107.653208984375,88.66669069246409,49.67623927454511,255.708,8,9.599,165,246.109,91.85304659498208,110.98814840198182,-0.04456571064338298,0.020882861530674313
184,Silver Plate - S12K,-57.94900000000001,752,-219.1431229324341,128.17091492200623,53.923410038722196,283.146,6,41.878,360,241.26800000000003,119.40504648074369,81.84360965888852,-0.17292895436876016,0.4859467414426954
185,Lucky Knight - M24,37.49799999999999,172,667.824001022339,758.836073267245,159.27343448659974,1013.228001022339,172,345.404,0,667.824001022339,184.7456647398844,163.31311125502177,2.5413187371812347,0.6349331994470087
186,Bomber Jacket (Mustard),-7.9080000000000155,557,-503.0048343658447,197.40161256494468,119.65228869221053,857.625,6,46.772,181,810.853,90.74193548387096,51.02432547131112,-0.37595811572666493,0.25616669507287393
187,Silver Plate - R1895,8.124999999999996,782,-26.423436759948732,3.6673353961613295,4.145723247492926,36.888,4,1.0165632400512696,782,35.87143675994873,523.5376756066411,354.6317152112564,-0.012434046329050433,0.4595850768625104
188,Checked Shirt (White),170.96799999999996,1018,-377.44021484375,43.02122451880519,75.83264825337245,673.859,3,1.822082328796387,1007,672.0369176712037,199.76349362119726,214.59567843529314,-0.17663254055915395,0.46945685953061217
189,Desert Digital - M416,-144.3100000000004,775,-6944.750978031159,1236.1305048469585,883.4269943815484,7818.841,0,359.744,352,7459.097000000001,250.84536082474227,191.9605490078242,-1.1434333601381632,0.08406628612192694
190,Mandarin Jacket (Black),-4521.998,1017,-5088.511589324951,383.02011495977155,359.8451106387026,5163.86,0,53.904,636,5109.955999999999,429.60315893385985,460.51225873381253,-0.8956003060904194,0.5297054921634319
191,Cowboy Hat (White),-1705.4680000000008,815,-22347.675531982422,1652.3013589792129,1955.93795023971,24415.908,2,218.928,435,24196.98,72.17892156862744,56.29900781710035,-3.154549389488009,0.14433210165907748
192,[BATTLESTAT] Industrial Security - AKM,-8952.434000000005,465,-25803.011531250002,12742.520163243109,3132.60672261621,38810.141,0,6766.559,89,32043.582000000002,30.508583690987123,26.216270611495922,1.3849920118028178,0.003537295758085391
193,Tracksuit Top,-276.923,1011,-1318.9207856369019,493.0152111597071,459.8370546777117,2007.943,98,48.854,633,1959.089,161.44762845849803,150.4223310948353,-1.2409632920785418,0.6215689275073221
194,Gunsmith Crimson - AKM,18.031999999999996,172,84.25713083648682,134.74512009749384,31.883919974095207,199.472,71,39.838,0,159.63400000000001,1097.0057803468208,877.1641148380679,0.020599629916415337,0.0010410506616424652
195,Silver Plate - DP-28,23.83,782,-87.81622439193725,32.18305011921155,18.08067965329997,130.467,4,9.935347187638282,780,120.53165281236173,525.6960408684547,295.4304383092572,-0.06174352883828347,0.5957924025230893
196,Striped Shirt (Gray),-23.76899999999995,857,-519.2308503417968,7.058425889748793,33.904524064490474,520.42,0,0.9047062516212463,832,519.5152937483787,278.6223776223776,415.1760735960764,-0.031394746148605865,0.05260068339716164
197,Fingerless Gloves (Camo),30.603,1018,-39.86483298873901,3.046700686552808,6.446242719423491,78.471,3,0.45054112088680265,1015,78.0204588791132,977.9597644749755,855.8955799159555,-0.01067524534283378,0.23730622228695622
198,Combat Pants (Black),21.015,1018,-40.52927288818359,1.271088658043049,4.707790308587508,74.442,3,0.143,636,74.29899999999999,2285.7428851815507,3112.7844908053225,-0.0048764214066705554,0.09283995917509852
199,Lightbringer Shirt,29.557999999999993,703,-29.127174705505368,42.77905079907145,20.23997998649314,142.627,6,14.135,356,128.49200000000002,139.12642045454547,249.60319005128474,-0.014957765982272742,0.022556749007156235
200,Long Sleeved Turtleneck (Black),-29.954000000000008,815,-445.56418593215943,27.083179267458473,40.946155015704576,447.586,0,1.847452370762825,807,445.7385476292372,746.6899509803922,577.453281530201,-0.10894395630004645,0.39280630666072086
201,Leather Hoodie (Black),1459.101999999999,857,-82002.91223085023,3612.490327454745,7876.819352884897,98265.703,4,429.905,481,97835.798,235.87762237762237,166.96977850838593,-13.237493583531014,0.1732616691660777
202,Military Shirt (Gray),-14.13900000000001,815,-164.02741537475586,3.573228591553867,12.019495861884813,164.518,0,0.3276856460571289,811,164.19031435394288,617.1519607843137,557.8843276041652,-0.01815055747940255,0.12653359636318506
203,Tracksuit Top (Yellow),-3078.7929999999997,1017,-3155.0756954879757,804.0523667929009,688.8876063073686,3746.47,0,156.492,636,3589.9779999999996,455.8696939782823,513.3216133921534,-1.5235149443732143,0.41824804126661325
204,Leather Boots (Black),30.41799999999995,857,-502.61167379760747,7.638409837521317,36.20716261855846,534.275,1,0.9847782843112947,829,533.2902217156886,513.465034965035,739.3789694280315,-0.03307439273406764,0.05119028088879256
205,BROWN HAT RANGERS SET,-9406.280999999999,793,-16448.359,13665.853703703706,7013.631632799273,26869.662,0,2626.508,19,24243.154000000002,1.037037037037037,0.18885257457751053,-709.0472533577534,0.6200326890095498
206,VAN HELSING SET,4191.097000000002,775,2872.045000000002,17826.067468085104,10845.883132969107,74313.727,6,3684.605,44,70629.122,1.0638297872340425,0.24444947432076722,-300.32433753469,0.14108116509225133
207,GOLD RUSH SET,4390.450000000001,769,85462.158,22552.681743589743,14450.270978591494,96528.609,38,8532.306,33,87996.303,1.0256410256410255,0.15806189751202507,292.6410536437247,0.051949439114431686
208,Jungle Digital - SKS,140.25,782,-407.90079352951045,533.7934843699691,205.126990195209,1033.548,165,230.287,405,803.261,251.58492975734356,137.7813809727109,-0.4603708151455907,0.2573425039780794
209,Pochinki Fellas Jersey,3.0559999999999974,557,-35.16896193695068,11.776066853141486,7.384469385965921,51.155,3,3.5211493514776233,542,47.633850648522376,296.4587813620072,185.23418555481734,-0.03708511975218753,0.6544048957968648
210,Military Boots (Black),181.35500000000002,815,-2321.9850548515324,149.87313249914712,198.52471430876201,2518.896,1,13.564133927106857,808,2505.3318660728933,210.21936274509804,139.14306069930464,-0.531384741398688,0.39754602827953306
211,Protective Glasses,-625.5139999999997,1018,-3466.9216874999997,632.4904936144889,1233.3330678504485,14410.008,22,32.172,643,14377.836,37.502453385672226,32.05146046019645,-2.3815707379952045,0.3226509313864923
212,Shirt (Gray),-246.3699999999999,815,-2394.000837890625,452.94410120526476,408.0407787524891,2648.842,2,115.26009375000001,813,2533.58190625,22.665441176470587,23.397033115950677,-1.263095584098445,0.5316963969676457
213,TRACKSUIT SET (YELLOW),8990.182,1011,24670.878,8232.572285714285,3377.428305993669,26898.275,167,2146.088,145,24752.187,1.5238095238095237,0.963329920197329,5.167617219491697,0.005505925433230914
214,PGC 2019 Tactical Hoodie,96.92200000000003,151,192.58896765518193,526.3946884007297,67.63733164786282,705.913,41,320.895,0,385.01800000000003,368.67763157894734,314.4685073759099,-0.1305341267103237,0.007170712925841602
215,Desert Digital - R45,3.3560000000000016,775,-14.853815322875976,2.814451206212959,1.959404743349725,19.501,1,0.818,440,18.683,437.74871134020617,495.84843720511185,-0.00508398097526829,0.3378321667031482
216,Boots (Gray),0.14300000000000002,815,-0.8684349060058594,0.47291229022206627,0.4748603411815176,8.701,362,0.124,443,8.577,542.9865196078431,1055.95182811465,-0.000816611742679019,0.16409594911890188
217,Desert Digital - P18C,0.40499999999999936,752,-6.894373146057129,2.625602090008705,1.3624541938182333,11.42,3,0.881,417,10.539,442.10092961487385,449.5426424965429,-0.004286583843908326,0.4677208883148846
218,Tracksuit Pants,-889.7890000000001,1017,-936.5256214904786,52.984283063534924,56.59099180495322,964.166,0,14.382,944,949.7840000000001,513.0315893385982,601.4238657776158,-0.11379599496180405,0.3457773689966093
219,Sleeveless Turtleneck (Gray Striped),-1.157,815,-15.29783154296875,3.5484138296180787,2.821659278296586,17.488,0,1.1808039464950562,807,16.307196053504942,186.6200980392157,174.16411093346784,-0.00896243657442973,0.5598110525557167
220,CONSTABLE SET,-6464.196999999999,464,-543.5450000000001,20295.992166666667,22582.028885909942,69778.359,9,2266.72,6,67511.639,1.0,0.0,3642.519944055944,0.31005072481284446
221,Glory - UMP45,-32.34700000000001,416,15.657507995605442,292.48567018070383,73.80711555453784,421.01,186,77.765,40,343.245,133.17026378896884,174.6008459965535,0.25570916078079853,0.17393399575733273
222,Gunsmith Crimson - Win94,0.7849999999999999,172,8.686539768218994,9.824681531543677,3.4772336279652487,17.783,76,1.481,0,16.302,781.7919075144508,342.26660761160554,0.03260540949216738,0.2192845454651556
223,PGC 2019 Backpack (Level 2),75.731,151,173.32960744476316,510.58669057284294,70.95179174674159,667.911,56,260.77,0,407.14099999999996,250.3815789473684,223.57028019614015,0.22504033935146364,0.0193678380881012
224,AVIATOR CRATE,-2.9849999999999994,731,-38.05988439559936,0.8733387774424476,3.4174823410868633,38.242,0,0.116,294,38.126,10483.03825136612,25310.99842351657,-0.004479022704346651,0.07669977237381086
225,Gold Plate - S686,5690.1759999999995,782,-10756.27041796875,2271.5735315363218,1749.8232946393705,17451.422,1,493.718,404,16957.703999999998,44.49425287356322,45.796006732197654,-5.368510981682121,0.4809067509628925
226,DESPERADO CRATE,75.798,857,-287.5433074836731,4.998626584191423,31.026820602979157,388.123,3,0.119,422,388.00399999999996,20801.2668997669,41274.47632408394,-0.031120384549209363,0.061717467951755006
227,Gold Plate - S12K,-772.816,775,-2538.5164903411865,412.97972815409145,264.4420422348809,2887.427,3,66.221,399,2821.206,101.70876288659794,107.75322716489252,-0.6624291985933847,0.3148903882784598
228,Matched Shirt (Gray),-0.2629999999999999,815,-5.200525814056396,2.6576391743864214,1.7184025392138225,9.196,68,0.5639197082519531,809,8.632080291748046,288.08088235294116,286.39105536887826,-0.005425776940144022,0.5531876535130738
229,WEAPON SKIN KEY,-3.0649999999999977,775,14.044696044921864,236.00078786044762,38.50004066096014,559.0638017578125,769,142.601,102,416.4628017578125,1693.159793814433,3791.033136221557,0.0644580779965909,0.1406610328877851
230,Punk Boots,0.8769999999999989,815,-14.864999591827395,5.796251199658303,4.490478923851066,20.666,10,1.0809801981449128,787,19.585019801855086,506.0147058823529,517.7886187483322,-0.01683935309950221,0.7803041231796917
231,Silver Plate - VSS,4.672999999999995,172,14.348757892608639,68.85168875561352,7.920566364131113,84.539,61,49.72029555118084,152,34.81870444881916,260.97109826589593,236.13074236191522,-0.0971026279151385,0.374840010906034
232,PLAYERUNKNOWN's Bandana,573.6149999999998,1147,3455.1290054626465,19068.374997197847,21830.371819541895,89101.891,237,1260.933,768,87840.958,71.09581881533101,85.1425401476632,-39.02908175827348,0.35103999718758505
233,Cargo Pants (Beige),12.675999999999998,1018,-19.95811444091797,1.5607313008693298,2.5411282918985725,35.494,2,0.225,649,35.269,889.2855740922473,1236.8415939227025,-0.00431677513267684,0.24970795221351402
234,Tick Tock - QBZ,12.718000000000018,172,68.39766891479496,461.41902939741254,49.69121823559559,560.612,53,349.6814273155927,148,210.93057268440725,168.53757225433526,174.37782058183043,-0.7100052200603486,0.5091669951982775
235,Doomsday Hoodie,18088.386999999995,661,-29268.332899780275,13061.404461527232,5674.9099586825005,105129.461,3,7997.774,123,97131.68699999999,26.651017214397495,21.12809049311988,4.067087612357046,0.01747706543720717
236,IVORY SCHOOL UNIFORM SET (FEMALE),-1958.429,1011,33629.495,58016.27581818181,20715.506621995977,109898.312,83,14906.936,94,94991.376,1.3434343434343434,0.5888117835066535,117.34377141620284,0.02620437442720929
237,BLACK SCHOOL UNIFORM SET (FEMALE),-3746.6020000000008,1011,1419.5370000000003,38325.432910569114,18639.31827520955,99869.078,72,8123.529,118,91745.549,1.2276422764227641,0.4907768543995632,-93.03494640208433,0.03140743321517444
238,Beanie (Brown),8.754999999999995,857,-357.21732519531247,5.755004721348103,25.43967687209584,367.402,1,0.896,510,366.506,245.71794871794873,356.4871208055365,-0.023130159143454787,0.050713875486500685
239,Pilot Pants (Black),-13.049000000000007,445,-115.59367359924317,115.54200047142142,37.64770866570739,317.523,6,24.818,58,292.70500000000004,149.57623318385652,138.1041306947735,0.0574968230002507,0.03866311903218859
240,Dress Shoes (Brown),-0.014999999999999958,634,-0.22105693054199216,0.3176171643377289,0.18412270375344186,1.962,30,0.122,224,1.8399999999999999,720.9716535433071,1261.3448487796406,-0.00014175413418182495,0.019916907553908614
241,Mini-skirt (Purple),13844.875,1018,-17678.187641845703,3284.8376417658005,4341.553152367057,33270.324,3,141.255,635,33129.069,51.64573110893032,37.0885356792703,-11.68039019505465,0.6263126178113567
242,Coat (Camel),22.24599999999998,815,-301.39136465454106,353.29136712728814,91.58286456204766,588.953,10,166.1,438,422.85299999999995,97.15686274509804,81.35106023846485,-0.2996394815263394,0.593974835912591
243,Fancy Shoes,6.226999999999975,470,-657.425445892334,14.273110222451756,65.4985254652922,810.453,2,2.57,425,807.8829999999999,181.4755838641189,146.810054420709,-0.09102276805439113,0.03570225449632321
244,Baggy Pants (Black),731.0799999999999,857,-2285.447570346832,77.84989206935934,218.80550988535578,3033.95,1,16.032957972526553,856,3017.917042027473,974.4324009324009,1147.735007030267,-0.24895844459369992,0.07942001332468855
245,Trifecta - Micro UZI,-3.4150000000000205,775,-312.61093991851806,69.43705680398259,34.98076115000905,370.453,2,38.341,426,332.11199999999997,329.17525773195877,280.0874683081771,-0.05815265186395574,0.13868261217676564
246,Turquoise Delight - Tommy Gun,146.6780000000001,782,-1230.1630566024778,305.1036632010361,233.86418122698552,1820.697,5,45.645,386,1775.052,86.77522349936143,105.17739341701382,-0.7026026926893296,0.46114103419654734
247,Slip-ons (Gray),-0.020000000000000018,557,-0.18582140350341797,0.2738842625464163,0.10968463422821967,0.732,379,0.117,170,0.615,1215.8870967741937,1591.8193834786825,0.00032361875132043546,0.22587154891156552
248,Tracksuit Pants (Yellow),-1372.67,1017,-1765.1507946281433,626.1399146745185,571.8757156446811,2485.936,152,113.773,636,2372.163,431.5952615992103,490.56138244661344,-1.3476623443306046,0.474893361989923
249,Long Sleeved T-shirt (Red),-0.06999999999999995,815,-0.8409268951416015,0.4201401469803908,0.3365551575775536,1.964,69,0.108,375,1.8559999999999999,971.9534313725491,1330.302813746831,-0.0007521732416618856,0.2771543360530731
250,SURVIVOR CRATE,32.97999999999999,1018,-237.8819326210022,20.37561048109667,28.91887843844448,274.753,1,3.493759970545769,1002,271.2592400294542,14601.918547595682,21195.891335020693,-0.0663823547324084,0.45594149596050515
251,Aviator Sunglasses,-115.24099999999999,857,-6656.746181015014,299.9618844279869,543.636987447267,6771.65,0,45.108,481,6726.5419999999995,288.039627039627,257.20167196462654,-0.8101059060037993,0.13622547851022365
252,Floral Retro Jacket,-539.2290000000003,815,-3330.4181555175783,229.45892280713952,281.0706357750244,3415.702,0,34.094,438,3381.608,146.4264705882353,202.20062470883045,-0.6943410192370708,0.33862039531177357
253,School Shirt,-973.8779999999999,1017,-1016.8367257957458,31.072295918576696,39.737121700222126,1032.62,0,6.802,849,1025.818,510.4116485686081,583.2721983743043,-0.062462835468979655,0.21129430827285833
254,VK Headphones,76.48599999999999,613,-127.10435624694824,124.13577984900931,65.12573223639158,456.367,4,36.774,220,419.593,115.5358306188925,176.5889553160659,-0.1653030504407029,0.20240015537838274
255,Vintage Baseball Cap (Red-Black),-0.08599999999999997,634,-0.41400112915039056,0.6609384922170264,0.2811026082422121,2.731,42,0.204,240,2.5269999999999997,410.1464566929134,650.3678757641921,-0.00025726093174880375,0.028143820576913843
256,Punk Knuckle Gloves (Red),398.164,857,-1359.586351322174,42.56055345270503,114.27621576564971,1780.503,1,17.816,162,1762.687,962.0372960372961,985.4500189597375,-0.0842943945732453,0.03337939266877541
257,Shark Bite - M16A4,-978.8519999999999,752,-6958.047975585938,1037.6837281321566,920.2251728994614,7735.97,0,204.456,376,7531.514,117.11155378486056,99.16271408071692,-2.8715542134356924,0.4601016193000266
258,ZEST SET(MALE),5567.791000000001,792,-2231.7239999999993,11505.874,3408.363277279892,17713.627,12,6429.755,14,11283.872,1.125,0.33071891388307384,48.95820294117652,0.004384480228062545
259,Cropped Corset,-10029.066999999995,815,-32127.53248632812,1703.1479610824586,2089.4415738567213,33187.84,0,296.613,439,32891.227,91.64338235294117,79.83255472826886,-4.053173395787675,0.20879895589548467
260,Zest Checkered Skirt,-6288.993999999999,815,-36743.14568109131,2404.303098375283,3447.6615754788577,37838.949,0,178.011,439,37660.938,95.63848039215686,103.8060995962042,-9.303448436751324,0.40405182419710434
261,MILITIA CRATE,34.316,815,-233.39124842071533,18.679710372755046,26.71306254694588,273.082,1,4.0062271614074705,791,269.0757728385925,8671.484068627451,15736.075424387145,-0.07220382121804496,0.4053884972414987
262,Jungle Digital - P18C,10.312999999999988,782,-73.65407483673096,8.323113997009827,11.266005138242539,93.907,4,1.3354635509252548,754,92.57153644907474,341.6015325670498,272.35559562856923,-0.03280716207747235,0.43325043566159155
